语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
10,7,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,4,4,0,0.0,1,0.0,0.0,401,0,128.0,401,0.0,348,0.0,34344026,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,125,0,96.0,125,0.0,259,0.0,64674,0,0
3,3,3,4,1,1,2,-1,-1,5,-1,7,-1,1,2,3,4,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,705,0,50.49,705,0.0,691,0.0,82977,0,0
8,6,6,8,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,-1,-1,18,5,0,0,0.0,1,0.0,0.0,386,0,29.95,386,0.0,322,0.0,219111,0,0
8,6,8,8,1,1,2,-1,4,5,-1,7,-1,1,-1,3,4,-1,6,-1,18,4,2,0,0.0,1,0.0,0.0,1252,0,132.95,1252,0.0,651,0.0,65227603,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,105,0,40.0,105,0.0,119,0.0,1265164,0,0
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,22,2,1,0.0,1,0.0,0.0,319,0,120.0,319,9.0,557,0.0,9887476,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,1,0,0,0.0,1,0.0,0.0,244,0,61.9,244,0.0,437,0.0,44928541,0,0
10,6,7,6,1,1,2,-1,-1,5,-1,-1,-1,1,2,3,-1,-1,6,-1,0,8,4,0,0.0,1,0.0,0.0,815,0,63.8,815,0.0,1003,0.0,16461722,0,1
8,7,8,8,1,1,-1,-1,4,-1,-1,-1,-1,1,-1,3,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,329,0,10.0,329,0.0,648,0.0,5772996,0,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,130,0,115.0,130,0.0,216,0.0,32629437,0,0
6,4,6,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,1,2,0,0.0,1,0.0,0.0,90,0,98.0,90,0.0,77,0.0,15876603,0,0
10,9,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,98,9,1,0,0,0.0,1,0.0,0.0,244,0,48.1,244,0.0,225,0.0,123760,0,0
9,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,8,0,0,0.0,1,0.0,0.0,1263,0,30.25,1263,0.0,1127,0.0,6686997,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,4,0,0,0.0,1,0.0,0.0,293,0,53.12,293,0.0,332,0.0,16402412,0,0
5,3,6,2,1,-1,-1,-1,-1,5,6,-1,-1,1,-1,3,4,5,6,-1,0,3,0,0,0.0,1,0.0,0.0,80,0,30.0,80,0.0,82,0.0,16075698,0,0
10,10,10,10,1,-1,-1,-1,-1,5,6,7,-1,-1,2,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,152,0,35.0,152,0.0,254,0.0,960059,0,1
10,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,4,0,0,5832.13,1,165.27,0.0,556,0,306.27,556,0.0,246,0.0,124575562,0,0
10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,-1,2,-1,-1,-1,6,-1,0,20,0,0,0.0,1,0.0,0.0,773,0,133.2,773,0.0,764,0.0,17032657,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,2,10,0,0.0,1,0.0,0.0,295,0,138.0,295,0.0,536,0.0,4083637,0,0
10,9,9,10,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,17,0,0,0,0.0,1,0.0,0.0,109,0,59.0,109,0.0,498,0.0,10777108,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,1,0,0,0.0,1,0.0,0.0,77,0,20.0,77,0.0,118,0.0,25362265,0,0
9,7,9,9,1,-1,2,-1,-1,5,-1,7,-1,1,-1,-1,4,-1,-1,-1,17,4,0,0,0.0,1,0.0,0.0,180,0,23.15,180,0.0,181,0.0,13862629,0,0
1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,1,-1,3,4,-1,-1,-1,0,6,2,0,0.0,1,0.0,0.0,159,0,66.3,159,0.0,362,0.0,14486233,0,0
9,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,34,0,0,0.0,1,0.0,0.0,1083,0,23.5,1083,0.0,1427,0.0,2517480,0,1
8,8,8,7,1,-1,-1,-1,-1,-1,-1,-1,98,1,2,3,-1,-1,-1,-1,6,0,1,0,0.0,1,0.0,0.0,680,0,110.0,680,0.0,682,0.0,5419278,0,1
8,7,7,9,1,1,2,-1,-1,5,-1,7,-1,1,-1,3,4,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,145,0,24.0,145,0.0,186,0.0,3205604,0,0
5,5,5,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,5,0,0,0.0,1,0.0,0.0,320,0,90.0,320,0.0,189,0.0,10118693,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,276,0,143.2,276,0.0,298,0.0,10158379,0,0
1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,71,0,18.0,71,0.0,315,0.0,5060780,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,190,0,42.42,190,0.0,201,0.0,2099376,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,140,0,14.2,140,0.0,180,0.0,877260,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,161,0,125.2,161,0.0,357,0.0,1581197,0,0
10,10,10,10,1,1,-1,-1,-1,5,6,-1,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,280,0,45.0,280,0.0,281,0.0,3401825,0,1
5,7,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,837.81,1,21.65,0.0,326,0,91.94,326,0.0,274,0.0,28347670,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,591,0,70.0,591,0.0,987,0.0,30076353,0,0
10,10,10,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,52,0,0,0.0,1,0.0,0.0,334,0,54.2,334,0.0,415,0.0,12323021,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,965,0,125.0,965,0.0,997,0.0,3410786,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,150,0,68.0,150,0.0,875,0.0,1103085,0,0
7,5,4,1,1,1,2,-1,4,5,-1,7,-1,1,2,-1,4,-1,6,-1,0,5,0,0,0.0,1,0.0,0.0,205,0,108.98,205,0.0,173,0.0,32553332,0,1
10,10,10,10,1,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,396,0,95.08,396,0.0,280,0.0,43290231,0,0
10,9,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,4,5,0,0.0,1,0.0,0.0,195,0,30.0,195,0.0,357,0.0,2710041,0,0
3,3,3,3,1,1,2,-1,4,5,-1,7,-1,1,2,3,4,-1,6,-1,0,5,0,1,0.0,1,0.0,0.0,94,0,90.0,94,0.0,238,0.0,41926362,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,401,0,45.98,401,0.0,331,0.0,184041,0,0
8,8,8,8,1,-1,2,-1,-1,-1,-1,-1,98,1,2,-1,-1,-1,-1,-1,0,18,0,0,0.0,1,0.0,0.0,370,0,168.0,370,0.0,340,0.0,4846400,0,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,159,0,66.2,159,0.0,545,0.0,13749709,0,0
10,10,10,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,146,0,65.0,146,0.0,156,0.0,45084926,0,0
10,10,10,10,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,3,4,-1,6,98,18,2,0,0,0.0,1,0.0,0.0,161,0,70.0,161,0.0,138,0.0,4770965,0,1
10,10,10,10,1,1,2,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,6,-1,17,1,0,0,0.0,1,0.0,0.0,244,0,47.91,244,0.0,830,0.0,30679135,0,1
10,8,10,10,1,1,-1,-1,-1,5,-1,7,-1,-1,-1,-1,4,-1,6,-1,18,14,0,0,0.0,1,0.0,0.0,422,0,128.0,422,0.0,406,0.0,48829065,0,0
10,9,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,1,0,0.0,1,0.0,0.0,220,0,138.0,220,0.0,201,0.0,7743016,0,0
9,7,8,8,1,-1,-1,-1,-1,5,-1,-1,-1,1,2,3,4,-1,-1,-1,17,0,0,0,0.0,1,0.0,0.0,276,0,100.0,276,0.0,420,0.0,7727321,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,116,0,63.8,116,0.0,301,0.0,3617515,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,3,0,0,0.0,1,0.0,0.0,156,0,10.0,156,0.0,487,0.0,2515342,0,1
9,7,8,9,1,-1,-1,-1,-1,5,6,-1,-1,-1,2,3,-1,-1,-1,-1,17,10,1,0,0.0,1,0.0,0.0,360,0,110.0,360,0.0,619,0.0,40690335,0,1
7,6,7,8,1,-1,-1,-1,4,-1,6,7,-1,1,2,-1,4,-1,6,-1,17,1,0,0,0.0,1,0.0,0.0,240,0,25.0,240,0.0,152,0.0,10462542,0,0
8,9,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,1,0,0.0,1,0.0,0.0,689,0,80.0,689,0.0,867,0.0,9028938,0,0
10,10,10,10,1,1,-1,-1,-1,5,-1,-1,-1,1,2,3,-1,-1,6,-1,0,0,0,0,0.0,0,0.0,0.0,587,0,52.94,587,0.0,560,0.0,23,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,4,-1,-1,-1,0,14,2,0,0.0,1,0.0,0.0,352,0,48.75,352,0.0,516,0.0,4627630,0,0
10,10,10,10,1,-1,2,-1,4,5,-1,-1,-1,1,2,3,4,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,481,0,79.0,481,0.0,356,0.0,13640401,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,17,11,3,0,0.0,1,0.0,0.0,757,0,192.0,757,0.0,1055,0.0,17780467,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,0,0,0.0,1,0.0,0.0,453,0,21.95,453,0.0,150,0.0,797299,0,1
10,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,268,0,21.3,268,0.0,364,0.0,5400413,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,98,-1,-1,-1,4,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,134,0,40.0,134,0.0,174,0.0,4161182,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,6,5,0,0.0,1,0.0,0.0,1738,0,125.0,1738,0.0,2243,0.0,28376462,0,1
2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,3,4,-1,-1,98,0,0,0,0,0.0,1,0.0,0.0,339,0,198.4,339,0.0,305,0.0,55598207,0,1
6,5,6,6,1,1,2,-1,4,5,6,-1,-1,1,-1,3,4,-1,6,-1,0,3,0,0,0.0,1,0.0,0.0,145,0,128.0,145,0.0,334,0.0,9790956,0,1
10,8,10,10,1,1,-1,-1,-1,-1,-1,7,-1,-1,2,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,301,0,30.0,301,0.0,414,0.0,3490648,0,1
8,9,9,9,1,-1,2,-1,-1,5,-1,7,-1,1,2,3,4,-1,6,-1,17,30,4,0,0.0,1,0.0,0.0,498,0,90.0,498,0.0,548,0.0,13491176,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,149,0,59.0,149,0.0,266,0.0,28233081,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,246,0,75.0,246,0.0,612,0.0,6325873,0,1
8,7,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,7,0,0,0.0,1,0.0,0.0,292,0,51.4,292,0.0,177,0.0,34250182,0,0
8,8,8,8,1,-1,2,-1,4,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,17,35,4,0,0.0,1,0.0,0.0,532,0,145.0,532,0.0,639,0.0,33671642,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,2,0,0,0.0,1,0.0,0.0,216,0,115.0,216,0.0,348,0.0,7879021,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,0,0.0,1,0.0,0.0,327,0,56.0,327,0.0,385,0.0,8549232,0,0
7,6,8,8,1,-1,2,3,-1,-1,-1,-1,-1,1,-1,-1,4,-1,6,-1,18,16,0,0,0.0,1,0.0,0.0,948,0,134.6,948,0.0,690,0.0,5872577,0,0
10,10,10,10,1,1,-1,-1,-1,5,-1,7,-1,1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,450,0,163.0,450,0.0,549,0.0,7572372,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,1,0,0,0.0,1,0.0,0.0,585,0,23.0,585,0.0,506,0.0,3458645,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,218,0,95.0,218,0.0,208,0.0,15870708,0,0
10,6,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,81,0,10.0,81,0.0,171,0.0,4668985,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,0,0,0.0,1,0.0,0.0,987,0,189.3,987,9.0,759,0.0,62408422,0,0
9,8,9,8,1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,3,-1,-1,6,-1,14,4,2,0,41.65,1,29.0,0.0,295,0,71.0,295,0.0,263,0.0,25746747,0,0
10,10,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,-1,18,0,0,0,0.0,1,0.0,0.0,250,0,130.0,250,0.0,276,0.0,16817836,0,0
9,9,9,8,1,-1,-1,-1,-1,5,6,7,-1,1,2,3,4,-1,6,-1,0,8,0,0,0.0,1,0.0,0.0,318,0,56.0,318,0.0,459,0.0,8119812,0,0
10,7,10,10,1,1,-1,-1,4,5,-1,-1,-1,1,-1,-1,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,261,0,105.0,261,0.0,177,0.0,49508969,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,2,2,0,0.0,1,0.0,0.0,454,0,60.0,454,0.0,527,0.0,14050467,0,0
10,9,10,9,1,-1,2,-1,-1,5,-1,7,-1,-1,-1,3,4,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,334,0,104.39,334,0.0,344,0.0,49701213,0,0
8,8,10,5,1,-1,2,-1,-1,-1,-1,7,-1,-1,-1,3,-1,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,1055,0,154.33,1055,0.0,472,0.0,5861017,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,1,0,0.0,1,0.0,0.0,131,0,24.3,131,0.0,277,0.0,4561841,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,2807,0,191.73,2807,0.0,2885,0.0,18997011,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,210,0,79.0,210,0.0,397,0.0,2193399,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,223,0,69.5,223,0.0,197,0.0,11948196,0,0
8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,26,2,0,0.0,1,0.0,0.0,56,0,121.0,56,0.0,298,0.0,16248787,0,1
7,7,7,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,0,0,0.0,1,0.0,0.0,334,0,60.0,334,0.0,339,0.0,24262314,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,589,0,59.2,589,0.0,448,0.0,36391691,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,121,0,60.0,121,0.0,208,0.0,19508488,0,1
8,8,8,8,1,1,2,-1,-1,-1,-1,7,-1,1,2,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,1498,0,343.9,1498,9.0,1022,0.0,107218595,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,14,3,0,0.0,1,0.0,0.0,909,0,75.0,909,0.0,1235,0.0,23229322,0,1
10,9,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,2,0,0,0.0,1,0.0,0.0,165,0,31.0,165,0.0,280,0.0,74945,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,205,0,25.0,205,0.0,224,0.0,9327551,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,0,0,0.0,1,0.0,0.0,452,0,82.0,452,0.0,261,0.0,10236065,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,208,0,58.0,208,0.0,321,0.0,23912008,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,570,0,108.0,570,0.0,396,0.0,6848135,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,1,0,0.0,1,0.0,0.0,233,0,35.08,233,0.0,223,0.0,20949230,0,1
9,9,9,9,1,-1,-1,-1,-1,5,-1,-1,-1,1,2,3,-1,-1,-1,-1,16,1,0,0,0.0,1,0.0,0.0,484,0,111.0,484,0.0,572,0.0,34491433,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,4,2,0,442.07,1,104.06,0.0,822,0,194.56,822,0.0,445,0.0,53323721,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,6,19,0,0.0,1,0.0,0.0,733,0,176.0,733,0.0,252,0.0,31210737,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,120,0,33.0,120,0.0,163,0.0,1100,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,10,0,0,0.0,1,0.0,0.0,234,0,112.2,234,0.0,203,0.0,23908207,0,0
8,7,8,8,1,1,2,-1,-1,5,-1,-1,-1,1,2,3,-1,-1,-1,-1,16,6,3,0,0.0,1,0.0,0.0,1167,0,238.1,1167,39.0,1174,0.0,14341400,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,81,0,60.0,81,0.0,133,0.0,1878518,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,182,0,25.75,182,0.0,216,0.0,9752966,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,288,0,34.0,288,0.0,273,0.0,1349220,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,11,0,191.0,11,0.0,1539,0.0,110404777,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,279,0,58.0,279,0.0,230,0.0,4291438,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,0,0.0,1,0.0,0.0,66,0,135.0,66,0.0,94,0.0,24941324,0,0
9,9,9,8,1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,2,0,0,0.0,1,0.0,0.0,339,0,160.0,339,0.0,298,0.0,45548043,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,140,0,30.0,140,0.0,161,0.0,3793402,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,6,-1,0,10,0,0,0.0,1,0.0,0.0,414,0,111.1,414,0.0,155,0.0,486262,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,2,0,0,0.0,1,0.0,0.0,330,0,80.0,330,0.0,366,0.0,11432467,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,5,0,0,0.0,1,0.0,0.0,352,0,40.0,352,0.0,282,0.0,24428078,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,6,0,0,0.0,1,0.0,0.0,1457,0,339.4,1457,37.89,568,0.0,25349351,0,0
1,1,1,1,1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,98,0,4,1,0,2961.54,1,84.0,0.0,244,0,179.27,244,0.0,326,0.0,38455103,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,4,1,0,0.0,1,0.0,0.0,637,0,56.1,637,0.0,356,0.0,8292034,0,0
8,5,7,7,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,135,0,89.0,135,0.0,234,0.0,1532632,0,0
10,10,10,10,1,-1,2,-1,-1,-1,-1,7,-1,-1,2,-1,4,-1,6,-1,0,8,4,0,0.0,1,0.0,0.0,2671,0,165.0,2671,39.0,2779,0.0,24154491,0,1
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,225,0,0.0,225,0.0,253,0.0,5158397,0,0
10,9,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,254,0,0.96,254,0.0,280,0.0,10558826,0,1
4,4,4,4,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,183,4,0,0,0.0,1,0.0,0.0,58,0,130.0,58,0.0,222,0.0,2093730,0,0
7,5,8,5,1,1,-1,-1,-1,-1,-1,-1,98,1,-1,3,4,-1,-1,98,21,0,0,0,0.0,1,15.0,0.0,659,0,201.3,659,0.0,934,0.0,55876093,0,0
10,9,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,54,0,56.0,54,0.0,161,0.0,517245,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,241,0,39.0,241,0.0,292,0.0,6559653,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,228,0,21.0,228,0.0,378,0.0,18310575,0,0
